nan	0	0.25	0.50	1.00	2.00	3.00	4.00	5.00	7.50	10.00
0	0.672	0.672	0.654	0.617	0.626	0.647	0.672	0.695	0.738	0.774
1	0.671	0.671	0.652	0.615	0.629	0.652	0.678	0.699	0.744	0.777
2	0.669	0.669	0.651	0.615	0.638	0.664	0.688	0.711	0.751	0.783
3	0.663	0.663	0.652	0.629	0.650	0.677	0.699	0.719	0.759	0.789
5	0.671	0.671	0.665	0.653	0.676	0.698	0.719	0.737	0.775	0.802
7	0.694	0.694	0.690	0.682	0.703	0.725	0.743	0.760	0.792	0.816
10	0.735	0.735	0.731	0.725	0.744	0.763	0.780	0.794	0.821	0.841
12	0.762	0.762	0.760	0.756	0.770	0.785	0.799	0.812	0.835	0.854
15	0.803	0.803	0.799	0.791	0.804	0.817	0.829	0.839	0.857	0.873
20	0.852	0.852	0.850	0.845	0.851	0.861	0.870	0.878	0.889	0.898
25	0.892	0.892	0.887	0.878	0.886	0.893	0.899	0.904	0.912	0.920
30	0.917	0.917	0.913	0.904	0.911	0.917	0.921	0.922	0.932	0.936
35	0.936	0.936	0.933	0.928	0.932	0.936	0.941	0.943	0.949	0.953
40	0.955	0.955	0.951	0.944	0.948	0.951	0.953	0.955	0.958	0.961
45	0.964	0.964	0.962	0.957	0.960	0.964	0.967	0.968	0.967	0.970
50	0.973	0.973	0.972	0.969	0.971	0.973	0.975	0.978	0.978	0.980
55	0.986	0.986	0.979	0.975	0.979	0.981	0.983	0.983	0.983	0.986
60	0.990	0.990	0.984	0.982	0.985	0.987	0.990	0.990	0.989	0.989
65	0.993	0.993	0.989	0.988	0.990	0.993	0.994	0.994	0.995	0.993
70	0.996	0.996	0.993	0.993	0.994	0.996	0.997	0.998	0.995	0.996
75	0.997	0.997	0.995	0.997	0.996	0.998	0.999	0.999	0.999	0.999
80	0.999	0.999	1.000	0.995	1.000	1.000	1.000	1.001	1.002	1.001
85	1.000	1.000	1.000	0.998	0.999	0.999	1.001	1.001	1.001	1.001
90	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
95	1.000	1.000	0.999	0.995	0.999	1.001	1.003	1.003	1.000	1.002
100	0.999	0.999	0.998	0.995	0.998	1.000	1.004	1.002	0.999	0.999
105	0.998	0.998	0.996	0.993	0.996	0.997	0.999	1.001	1.000	1.002
110	0.996	0.996	0.993	0.992	0.993	0.993	0.994	0.996	0.995	0.994
115	0.994	0.994	0.991	0.986	0.989	0.991	0.995	0.995	0.992	0.994
120	0.990	0.990	0.986	0.985	0.984	0.985	0.988	0.990	0.987	0.988
125	0.985	0.985	0.979	0.977	0.979	0.982	0.984	0.983	0.983	0.985
130	0.972	0.972	0.971	0.968	0.971	0.974	0.976	0.977	0.978	0.979
135	0.963	0.963	0.962	0.959	0.961	0.965	0.967	0.967	0.966	0.970
140	0.952	0.952	0.950	0.945	0.949	0.952	0.955	0.959	0.961	0.963
145	0.937	0.937	0.935	0.932	0.933	0.938	0.942	0.943	0.946	0.951
150	0.918	0.918	0.915	0.908	0.914	0.919	0.922	0.925	0.932	0.937
155	0.891	0.891	0.888	0.881	0.887	0.895	0.900	0.905	0.913	0.919
160	0.839	0.839	0.841	0.845	0.853	0.861	0.871	0.878	0.890	0.898
165	0.783	0.783	0.787	0.793	0.806	0.819	0.831	0.840	0.857	0.874
168	0.748	0.748	0.751	0.758	0.770	0.786	0.802	0.812	0.834	0.855
170	0.711	0.711	0.715	0.724	0.741	0.760	0.776	0.791	0.818	0.838
173	0.659	0.659	0.663	0.673	0.693	0.715	0.733	0.750	0.785	0.809
175	0.614	0.614	0.620	0.631	0.652	0.678	0.701	0.720	0.760	0.791
177	0.542	0.542	0.550	0.566	0.599	0.631	0.660	0.684	0.729	0.766
178	0.474	0.474	0.487	0.512	0.564	0.599	0.632	0.659	0.712	0.751
179	0.440	0.440	0.453	0.480	0.534	0.571	0.606	0.635	0.693	0.734
180	0.442	0.442	0.452	0.473	0.514	0.555	0.591	0.625	0.680	0.722
